source,day_label,lect_num,type,reference,rendered_first_line,best_source_line,source_method,source_confidence,issue
standard,Ordinary Time/13/Sunday/C,,first_reading,"1 Kgs 19:16b, 19-21",In those days: Elisha the son of Shaphat of Abel-meholah you shall anoint to be prophet in your place,"The Lord said to Elijah, ""You shall anoint Elisha son of Shaphat of Abel-meholah",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/13/Sunday/C,,gospel,Luke 9:51-62,"At that time: When the days drew near for him to be received up, he set his face to go to Jerusalem.","WHEN the days for Jesus' being taken up were fulfilled,",sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/13/Monday/I,377,first_reading,Gen 18:16-33,"16. The three visitors from the Lord set out from Mamre,","The three visitors from the Lord set out from Mamre,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Monday/I,377,gospel,Matt 8:18-22,"18. When Jesus saw great crowds around him,","When Jesus saw great crowds around him,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Monday/I,383,first_reading,Gen 28:10-22a,10. Jacob left Beer-sheba and went toward Haran.,Jacob left Beer-sheba and went toward Haran.,weekday_direct,100,match_exact
standard,Ordinary Time/13/Monday/I,383,gospel,Matt 9:18-26,"18. While Jesus was speaking to the disciples of John the Baptist,","While Jesus was speaking to the disciples of John the Baptist,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Monday/II,383,first_reading,1 Kgs 21:1-16,"1. Naboth the Jezreelite had a vineyard in Jezreel,","Naboth the Jezreelite had a vineyard in Jezreel,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Monday/II,383,gospel,Matt 5:38-42,"Jesus said to his disciples, While Jesus was speaking to the disciples of John the Baptist,","Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,match_paraphrase
standard,Ordinary Time/13/Tuesday/I,378,first_reading,Gen 19:15-29,"15. During the night, the men of Sodom, both young and old, had tried to attack the two travellers who were guests in the home of Lot. When morning dawned, the angels urged Lot, saying,","During the night, the men of Sodom, both young and old, had tried to attack the two travellers who were guests in the home of Lot. When morning dawned, the angels urged Lot, saying,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Tuesday/I,378,gospel,Matt 18:23-27,"23. Jesus got into a boat, and his disciples followed him.","Jesus got into a boat, and his disciples followed him.",weekday_direct,100,match_exact
standard,Ordinary Time/13/Tuesday/I,384,first_reading,Gen 32:23-33,"In the beginning: At night Jacob got up and took his two wives,",,,0,no_authoritative_source
standard,Ordinary Time/13/Tuesday/I,384,gospel,Matt 9:32-38,"32. As Jesus was walking along, a demoniac who was mute was brought to him.","As Jesus was walking along, a demoniac who was mute was brought to him.",weekday_direct,100,match_exact
standard,Ordinary Time/13/Tuesday/II,378,first_reading,Amos 3:1-8; 4.11-12,"Thus says the LORD: When morning dawned, the angels urged Lot, saying,","Hear this word that the Lord has spoken against you,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/13/Tuesday/II,378,gospel,Matt 18:23-27,"23. Jesus got into a boat, and his disciples followed him.","Jesus got into a boat, and his disciples followed him.",weekday_direct,100,match_exact
standard,Ordinary Time/13/Wednesday/I,379,first_reading,"Gen 21:5, 8-20",5. Abraham was a hundred years old when his son Isaac was born to him.,Abraham was a hundred years old when his son Isaac was born to him.,weekday_direct,100,match_exact
standard,Ordinary Time/13/Wednesday/I,379,gospel,Matt 8:28-34,"28. When Jesus came to the other side of the sea,","When Jesus came to the other side of the sea,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Wednesday/II,379,first_reading,"Amos 5:14-15, 21-24",Thus says the LORD: Abraham was a hundred years old when his son Isaac was born to him.,"Seek good and not evil,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/13/Wednesday/II,379,gospel,Matt 8:28-34,"28. When Jesus came to the other side of the sea,","When Jesus came to the other side of the sea,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Thursday/I,380,first_reading,Gen 22:1-19,1. God tested Abraham.,God tested Abraham.,weekday_direct,100,match_exact
standard,Ordinary Time/13/Thursday/I,380,gospel,Matt 9:1-8,1. After getting into a boat,After getting into a boat,weekday_direct,100,match_exact
standard,Ordinary Time/13/Thursday/II,380,first_reading,Amos 7:10-17,Thus says the LORD: God tested Abraham.,"Amaziah, the priest of Bethel,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/13/Thursday/II,380,gospel,Matt 9:1-8,1. After getting into a boat,After getting into a boat,weekday_direct,100,match_exact
standard,Ordinary Time/13/Friday/I,381,first_reading,"Gen 23:1-4, 19; 24.1-8, 62-67",1. Sarah lived one hundred twenty-seven years;,Sarah lived one hundred twenty-seven years;,weekday_direct,100,match_exact
standard,Ordinary Time/13/Friday/I,381,gospel,Matt 9:9-13,"9. As Jesus was walking along,","As Jesus was walking along,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Friday/II,381,first_reading,"Amos 8:4-6, 9-12",Thus says the LORD: Sarah lived one hundred twenty-seven years;,"Hear this, you that trample on the needy,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/13/Friday/II,381,gospel,Matt 9:9-13,"9. As Jesus was walking along,","As Jesus was walking along,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Saturday/I,382,first_reading,"Gen 27:1-5, 9-10, 15-29",1. When Isaac was old,When Isaac was old,weekday_direct,100,match_exact
standard,Ordinary Time/13/Saturday/I,382,gospel,Matt 9:14-17,"14. The disciples of John the Baptist came to Jesus, saying,","The disciples of John the Baptist came to Jesus, saying,",weekday_direct,100,match_exact
standard,Ordinary Time/13/Saturday/II,382,first_reading,Amos 9:11-15,Thus says the Lord: On that day I will raise up,Thus says the Lord: On that day I will raise up,weekday_direct,100,match_exact
standard,Ordinary Time/13/Saturday/II,382,gospel,Matt 9:14-17,"14. The disciples of John the Baptist came to Jesus, saying,","The disciples of John the Baptist came to Jesus, saying,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Sunday/A,,first_reading,Zec 9:9-10,"9. Rejoice greatly, O daughter of Zion! Shout aloud, O daughter of Jerusalem! Lo, your king comes to you; triumphant and victorious is he, humble and riding on an ass, on a colt the foal of an ass.","THUS says the LORD: Rejoice heartily, O daughter Zion,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/14/Sunday/A,,gospel,Matt 11:25-30,"25.     At that time Jesus declared, ""I thank thee, Father, Lord of heaven and earth, that thou hast hidden these things from the wise and understanding and revealed them to babes;",AT that time Jesus exclaimed:,sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/14/Sunday/B,,first_reading,Ez 2:2-5,"2. And when he spoke to me, the Spirit entered into me and set me upon my feet; and I heard him speaking to me.","AS the LORD spoke to me, the spirit entered into me and set me on my feet,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/14/Sunday/B,,gospel,Mark 6:1-6,At that time: He went away from there and came to his own country; and his disciples followed him.,"Jesus came to his hometown,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/14/Sunday/C,,first_reading,Isa 66:10-14c,"Thus says the LORD: ""Rejoice with Jerusalem, and be glad for her, all you who love her; rejoice with her in joy, all you who mourn over her;","THUS says the LORD: Rejoice with Jerusalem and be glad because of her,",sunday_column_left,100,match_paraphrase
standard,Ordinary Time/14/Sunday/C,,gospel,"Luke 10:1-12, 17-20","At that time: After this the Lord appointed seventy  others, and sent them on ahead of him, two by two, into every town and place where he himself was about to come.",,,0,no_authoritative_source
standard,Ordinary Time/14/Tuesday/II,384,first_reading,"Hos 8:4-7, 11-13","Thus says the Lord: They made kings, but not through me;","Thus says the Lord: They made kings, but not through me;",weekday_direct,100,match_exact
standard,Ordinary Time/14/Tuesday/II,384,gospel,Matt 9:32-38,"32. As Jesus was walking along, a demoniac who was mute was brought to him.","As Jesus was walking along, a demoniac who was mute was brought to him.",weekday_direct,100,match_exact
standard,Ordinary Time/14/Wednesday/I,385,first_reading,"Gen 41:55-57; 42.5-7a, 17-24","55. When all the land of Egypt was famished,","When all the land of Egypt was famished,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Wednesday/I,385,gospel,Matt 10:1-7,1. Jesus summoned his twelve disciples,Jesus summoned his twelve disciples,weekday_direct,100,match_exact
standard,Ordinary Time/14/Wednesday/II,385,first_reading,"Hos 10:1-3, 7-8, 12",1. Israel is a luxuriant vine that yields its fruit.,Israel is a luxuriant vine that yields its fruit.,weekday_direct,100,match_exact
standard,Ordinary Time/14/Wednesday/II,385,gospel,Matt 10:1-7,1. Jesus summoned his twelve disciples,Jesus summoned his twelve disciples,weekday_direct,100,match_exact
standard,Ordinary Time/14/Thursday/I,386,first_reading,"Gen 44:18-21, 23b-29; 45.1-5","18. Judah and his brothers, the sons of Jacob, had been ordered into Joseph's presence. Judah stepped up to Joseph and said,","Judah and his brothers, the sons of Jacob, had been ordered into Joseph's presence. Judah stepped up to Joseph and said,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Thursday/I,386,gospel,Matt 10:7-15,"Jesus said to his disciples, ""As you go, proclaim the good news,","Jesus said to his disciples: ""As you go, proclaim the good news,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Thursday/II,386,first_reading,"Hos 11:1, 3-5b, 8c-9","Thus says the Lord: When Israel was a child, I loved him,","Thus says the Lord: When Israel was a child, I loved him,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Thursday/II,386,gospel,Matt 10:7-15,"Jesus said to his disciples, ""As you go, proclaim the good news,","Jesus said to his disciples: ""As you go, proclaim the good news,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Friday/I,387,first_reading,"Gen 46:1-7, 28-30",1. Israel set out on his journey with all that he had,Israel set out on his journey with all that he had,weekday_direct,100,match_exact
standard,Ordinary Time/14/Friday/I,387,gospel,Matt 10:16-23,"Jesus said to his disciples, ""See, I am sending you out like sheep into the midst of wolves;","Jesus said to his disciples: ""See, I am sending you out like sheep into the midst of wolves;",weekday_direct,100,match_exact
standard,Ordinary Time/14/Friday/II,387,first_reading,Hos 14:1-9,"Thus says the Lord: Return, O Israel, to the Lord your God,","Thus says the Lord: Return, O Israel, to the Lord your God,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Friday/II,387,gospel,Matt 10:16-23,"Jesus said to his disciples, ""See, I am sending you out like sheep into the midst of wolves;","Jesus said to his disciples: ""See, I am sending you out like sheep into the midst of wolves;",weekday_direct,100,match_exact
standard,Ordinary Time/14/Saturday/I,388,first_reading,Exod 12:37-42,"37. The Israelites journeyed from Rameses to Succoth,","The Israelites journeyed from Rameses to Succoth,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Saturday/I,388,gospel,Matt 12:14-21,"14. The Pharisees went out and conspired against Jesus,","The Pharisees went out and conspired against Jesus,",weekday_direct,100,match_exact
standard,Ordinary Time/14/Saturday/II,388,first_reading,(Vigil Mass) Acts 3:1-10,Reading text unavailable for (Vigil Mass) Acts 3:1-10.,,,0,no_authoritative_source
standard,Ordinary Time/14/Saturday/II,388,gospel,John 21:15-19,"At that time, “A disciple is not above the teacher,","Jesus showed himself to the disciples by the Sea of Tiberius, and when they had finished breakfast, Jesus said to Simon Peter,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/15/Sunday/A,,first_reading,Isa 55:10-11,"Thus says the LORD: ""For as the rain and the snow come down from heaven, and return not thither but water the earth, making it bring forth and sprout, giving seed to the sower and bread to the eater,","Thus says the Lord, your God: For as the rain and the snow come down from heaven,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/15/Sunday/A,,gospel,Matt 13:1-23,At that time: That same day Jesus went out of the house and sat beside the sea.,,,0,no_authoritative_source
standard,Ordinary Time/15/Sunday/B,,first_reading,Am 7:12-15,"12. And Amaziah said to Amos, ""O seer, go, flee away to the land of Judah, and eat bread there, and prophesy there;","AMAZIAH, priest of Bethel, said to Amos, ""Off with you, visionary, flee to the land of Judah!",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/15/Sunday/B,,gospel,Mark 6:7-13,"At that time: He called to him the twelve, and began to send them out two by two, and gave them authority over the unclean spirits.",JESUS summoned the Twelve and began to send them out two by two,sunday_column_right,100,substantive_mismatch
