source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Ordinary Time/9/Monday/II,353,gospel,Mark 12:1-12,Jesus began to speak to the high priests and the scribes in parables.,"At that time,","And he began to speak to them in parables. ""A man planted a vineyard, and set a hedge around it, and dug a pit for the wine press, and built a tower, and let it out to tenants, and went into another country.",1. Jesus began to speak to the high priests and the scribes in parables.,
standard,Ordinary Time/9/Tuesday/I,354,first_reading,Tobit 2:9-14 – 3.1,"At night I, Tobit, tired from burying the dead,",,"On the same night I returned from burying him, and because I was defiled I slept by the wall of the courtyard, and my face was uncovered.",Reading text unavailable for Tobit 2:9-14 – 3.1.,text_unavailable
standard,Ordinary Time/9/Tuesday/I,354,gospel,Mark 12:13-17,Some Pharisees and some Herodians were sent to Jesus,"At that time,","And they sent to him some of the Pharisees and some of the Herodi-ans, to entrap him in his talk.",Some Pharisees and some Herodians were sent to Jesus,
standard,Ordinary Time/9/Tuesday/I,354,first_reading,Tobit 2:9-14 – 3.1,"At night I, Tobit, tired from burying the dead,",,"On the same night I returned from burying him, and because I was defiled I slept by the wall of the courtyard, and my face was uncovered.",Reading text unavailable for Tobit 2:9-14 – 3.1.,text_unavailable
standard,Ordinary Time/9/Tuesday/I,354,gospel,Mark 12:13-17,Some Pharisees and some Herodians were sent to Jesus,"At that time,","And they sent to him some of the Pharisees and some of the Herodi-ans, to entrap him in his talk.",Some Pharisees and some Herodians were sent to Jesus,
standard,Ordinary Time/9/Tuesday/II,354,first_reading,"2 Peter 3:12-15a, 17-18","At night I, Tobit, tired from burying the dead,",,"waiting for and hastening  the coming of the day of God, because of which the heavens will be kindled and dissolved, and the elements will melt with fire!","12. At night I, Tobit, tired from burying the dead,",verse_number_in_rendered
standard,Ordinary Time/9/Tuesday/II,354,gospel,Mark 12:13-17,Some Pharisees and some Herodians were sent to Jesus,"At that time,","And they sent to him some of the Pharisees and some of the Herodi-ans, to entrap him in his talk.",Some Pharisees and some Herodians were sent to Jesus,
standard,Ordinary Time/9/Tuesday/II,354,first_reading,"2 Peter 3:12-15a, 17-18","At night I, Tobit, tired from burying the dead,",,"waiting for and hastening  the coming of the day of God, because of which the heavens will be kindled and dissolved, and the elements will melt with fire!","12. At night I, Tobit, tired from burying the dead,",verse_number_in_rendered
standard,Ordinary Time/9/Tuesday/II,354,gospel,Mark 12:13-17,Some Pharisees and some Herodians were sent to Jesus,"At that time,","And they sent to him some of the Pharisees and some of the Herodi-ans, to entrap him in his talk.",Some Pharisees and some Herodians were sent to Jesus,
standard,Ordinary Time/9/Wednesday/I,355,first_reading,"Tobit 3:1-6a, 7-10a, 11-13, 15b-17a","Tobit, who was blind and ridiculed by his neighbours,",,"Then in my grief I wept, and I prayed in anguish, saying,","1. Tobit, who was blind and ridiculed by his neighbours,",
standard,Ordinary Time/9/Wednesday/I,355,gospel,Mark 12:18-27,"Some Sadducees, who say there is no resurrection,","At that time,","And Sadducees came to him, who say that there is no resurrection; and they asked him a question, saying,","Some Sadducees, who say there is no resurrection,",
standard,Ordinary Time/9/Wednesday/II,355,first_reading,"2 Timothy 1:1-3, 6-12","Tobit, who was blind and ridiculed by his neighbours,",,"Paul, an apostle of Christ Jesus by the will of God according to the promise of the life which is in Christ Jesus,","1. Tobit, who was blind and ridiculed by his neighbours,",
standard,Ordinary Time/9/Wednesday/II,355,gospel,Mark 12:18-27,"Some Sadducees, who say there is no resurrection,","At that time,","And Sadducees came to him, who say that there is no resurrection; and they asked him a question, saying,","Some Sadducees, who say there is no resurrection,",
standard,Ordinary Time/9/Thursday/I,356,first_reading,"Tobit 4:20; 5.4; 6.10-11b; 7.1, 9-16; 8.1, 4-9","Tobit called his son, Tobias, and said to him,",,And now let me explain to you about the ten talents of silver which I left in trust with Gabael the son of Gabrias at Rages in Media.,"20. Tobit called his son, Tobias, and said to him,",verse_number_in_rendered
standard,Ordinary Time/9/Thursday/I,356,gospel,Mark 12:28-34,"One of the scribes came near to Jesus and asked him,","At that time,","And one of the scribes came up and heard them disputing with one another, and seeing that he answered them well, asked him, ""Which commandment is the first of all?""","28. One of the scribes came near to Jesus and asked him,",verse_number_in_rendered
standard,Ordinary Time/9/Thursday/II,356,first_reading,2 Timothy 2:8-15,"Tobit called his son, Tobias, and said to him,",,"Remember Jesus Christ, risen from the dead, descended from David, as preached in my gospel,","8. Tobit called his son, Tobias, and said to him,",verse_number_in_rendered
standard,Ordinary Time/9/Thursday/II,356,gospel,Mark 12:28-34,"One of the scribes came near to Jesus and asked him,","At that time,","And one of the scribes came up and heard them disputing with one another, and seeing that he answered them well, asked him, ""Which commandment is the first of all?""","28. One of the scribes came near to Jesus and asked him,",verse_number_in_rendered
standard,Ordinary Time/9/Friday/I,357,first_reading,Tobit 11:5-15,"Tobit’s wife, Anna, sat looking intently down the road,",,Now Anna sat looking intently down the road for her son.,"5. Tobit’s wife, Anna, sat looking intently down the road,",verse_number_in_rendered
standard,Ordinary Time/9/Friday/I,357,gospel,Mark 12:35-37,"While Jesus was teaching in the temple, he said,","At that time,","And as Jesus taught in the temple, he said, ""How can the scribes say that the Christ is the son of David?","35. While Jesus was teaching in the temple, he said,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/9/Friday/II,357,first_reading,2 Timothy 3:10-17,"Tobit’s wife, Anna, sat looking intently down the road,",,"Now you have observed my teaching, my conduct, my aim in life, my faith, my patience, my love, my steadfastness,","10. Tobit’s wife, Anna, sat looking intently down the road,",verse_number_in_rendered
standard,Ordinary Time/9/Friday/II,357,gospel,Mark 12:35-37,"While Jesus was teaching in the temple, he said,","At that time,","And as Jesus taught in the temple, he said, ""How can the scribes say that the Christ is the son of David?","35. While Jesus was teaching in the temple, he said,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/9/Saturday/II,358,first_reading,Jas 5:13-20,"My brothers and sisters,",Brethren:,[NO_CHAPTER: Jas 5],Reading text unavailable for Jas 5:13-20.,text_unavailable
standard,Ordinary Time/9/Saturday/II,358,gospel,Mark 10:13-16,"At that time: 38. When Jesus was teaching the crowd, he said,","At that time,","And they were bringing children to him, that he might touch them; and the disciples rebuked them.","At that time, When Jesus was teaching the crowd, he said,",
standard,Ordinary Time/10/Sunday/A,,first_reading,Hos 6:3-6,,Thus says the LORD:,"Let us know, let us press on to know the LORD; his going forth is sure as the dawn; he will come to us as the showers, as the spring rains that water the earth.""","Thus says the LORD: Let us know, let us press on to know the LORD; his going forth is sure as the dawn; he will come to us as the showers, as the spring rains that water the earth.""",
standard,Ordinary Time/10/Sunday/A,,gospel,Matt 9:9-13,,"At that time,","As Jesus passed on from there, he saw a man called Matthew sitting at the tax office; and he said to him, ""Follow me."" And he rose and followed him.","At that time: As Jesus passed on from there, he saw a man called Matthew sitting at the tax office; and he said to him, ""Follow me."" And he rose and followed him.",
standard,Ordinary Time/10/Sunday/B,,first_reading,Gen 3:9-15,,"In the beginning,","But the LORD God called to the man, and said to him, ""Where are you?""","In the beginning: The LORD God called to the man, and said to him, ""Where are you?""",
standard,Ordinary Time/10/Sunday/B,,gospel,Mark 3:20-35,,"At that time,","and the crowd came together again, so that they could not even eat.","At that time: The crowd came together again, so that they could not even eat.",
standard,Ordinary Time/10/Sunday/C,,first_reading,1 Kgs 17:17-24,,"In those days,","After this the son of the woman, the mistress of the house, became ill; and his illness was so severe that there was no breath left in him.","In those days: After this the son of the woman, the mistress of the house, became ill; and his illness was so severe that there was no breath left in him.",
standard,Ordinary Time/10/Sunday/C,,gospel,Luke 7:11-17,,"At that time,","Soon afterward  he went to a city called Nain, and his disciples and a great crowd went with him.","At that time: On afterward  he went to a city called Nain, and his disciples and a great crowd went with him.",
standard,Ordinary Time/10/Monday/I,359,first_reading,2 Corinthians 1:1-7,"From Paul, an apostle of Christ Jesus by the will of God,",,"To the church of God which is at Corinth, with all the saints who are in the whole of Achaia:","1. From Paul, an apostle of Christ Jesus by the will of God,",
standard,Ordinary Time/10/Monday/I,359,gospel,Matt 5:1-12,"When Jesus saw the crowds, he went up the mountain;",Jesus said to his disciples:,"Seeing the crowds, he went up on the mountain, and when he sat down his disciples came to him.","1. When Jesus saw the crowds, he went up the mountain;",
standard,Ordinary Time/10/Monday/II,359,first_reading,1 Kings 17:1-6,"From Paul, an apostle of Christ Jesus by the will of God,",,"Now Elijah the Tishbite, of Tishbe in Gilead, said to Ahab, ""As the LORD the God of Israel lives, before whom I stand, there shall be neither dew nor rain these years, except by my word.""","1. From Paul, an apostle of Christ Jesus by the will of God,",
standard,Ordinary Time/10/Monday/II,359,gospel,Matt 5:1-12,"When Jesus saw the crowds, he went up the mountain;",Jesus said to his disciples:,"Seeing the crowds, he went up on the mountain, and when he sat down his disciples came to him.","1. When Jesus saw the crowds, he went up the mountain;",
standard,Ordinary Time/10/Tuesday/I,360,first_reading,2 Corinthians 1:18-22,"As surely as God is faithful,",,"As surely as God is faithful, our word to you has not been Yes and No.","18. As surely as God is faithful,",verse_number_in_rendered
standard,Ordinary Time/10/Tuesday/I,360,gospel,Matt 5:13-16,,Jesus said to his disciples:,"""You are the salt of the earth; but if salt has lost its taste, how shall its saltness be restored? It is no longer good for anything except to be thrown out and trodden under foot by men.","Jesus said to his disciples: ""You are the salt of the earth; but if salt has lost its taste, how shall its saltness be restored? It is no longer good for anything except to be thrown out and trodden under foot by men.",
