source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Advent/3/Sunday/C,,first_reading,Zeph 3:14-18a,"SHOUT for joy, O daughter Zion!",Thus says the LORD:,"Sing aloud, O daughter of Zion; shout, O Israel! Rejoice and exult with all your heart, O daughter of Jerusalem!","14. Sing aloud, O daughter of Zion; shout, O Israel! Rejoice and exult with all your heart, O daughter of Jerusalem!",verse_number_in_rendered
standard,Advent/3/Sunday/C,,gospel,Luke 3:10-18,THE crowds asked John the Baptist,"At that time,","And the multitudes asked him, ""What then shall we do?""","10. THE crowds asked John:: And the multitudes asked Jesus, ""What then shall we do?""",verse_number_in_rendered
standard,Advent/3/Monday/I/II,187,first_reading,"Numbers 24.2-7, 15-17a",Balaam looked up and saw Israel camping tribe by tribe.,,"And Balaam lifted up his eyes, and saw Israel encamping tribe by tribe. And the Spirit of God came upon him,","Reading text unavailable for Numbers 24.2-7, 15-17a.",text_unavailable
standard,Advent/3/Monday/I/II,187,gospel,Matt 21.23-27,When Jesus entered the temple,"At that time,","And when he entered the temple, the chief priests and the elders of the people came up to him as he was teaching, and said, ""By what authority are you doing these things, and who gave you this authority?""",Reading text unavailable for Matt 21.23-27.,text_unavailable
standard,Advent/3/Tuesday/I/II,188,first_reading,"Zephaniah 3.1-2, 9-13",,,"Woe to her that is rebellious and defiled, the oppressing city!","Reading text unavailable for Zephaniah 3.1-2, 9-13.",text_unavailable
standard,Advent/3/Tuesday/I/II,188,gospel,Matt 21.28-32,One day when Jesus was in the temple teaching,"At that time,","""What do you think? A man had two sons; and he went to the first and said, 'Son, go and work in the vineyard today.'",Reading text unavailable for Matt 21.28-32.,text_unavailable
standard,Advent/3/Wednesday/I/II,189,first_reading,"Isa 45.6b-8, 18, 21b-25","Thus says the Lord ""I am the Lord, and there is no other",Thus says the LORD:,"that men may know, from the rising of the sun and from the west, that there is none besides me; I am the LORD, and there is no other.","Reading text unavailable for Isa 45.6b-8, 18, 21b-25.",text_unavailable
standard,Advent/3/Wednesday/I/II,189,gospel,Luke 7.19-23,The disciples of John the Baptist reported to him,"At that time,","And John, calling to him two of his disciples, sent them to the Lord, saying, ""Are you he who is to come, or shall we look for another?""",Reading text unavailable for Luke 7.19-23.,text_unavailable
standard,Advent/3/Thursday/I/II,190,first_reading,Isa 54.1-10,"Thus says the Lord to Jerusalem ""Sing, O barren one who did not bear",Thus says the LORD:,"""Sing, O barren one, who did not bear; break forth into singing and cry aloud, you who have not been in travail! For the children of the desolate one will be more than the children of her that is married, says the LORD.",Reading text unavailable for Isa 54.1-10.,text_unavailable
standard,Advent/3/Thursday/I/II,190,gospel,Luke 7.24-30,When John the Baptist's messengers had gone,"At that time,","When the messengers of John had gone, he began to speak to the crowds concerning John: ""What did you go out into the wilderness to behold? A reed shaken by the wind?",Reading text unavailable for Luke 7.24-30.,text_unavailable
standard,Advent/4/Sunday/A,,first_reading,Isa 7:10-14,"THE LORD spoke to Ahaz, saying",Thus says the LORD:,"Again the LORD spoke to Ahaz,","10. Again the LORD spoke to Ahaz,",raw_verse_conjunction:again; verse_number_in_rendered
standard,Advent/4/Sunday/A,,gospel,Matt 1:18-24,THIS is how the birth of Jesus Christ came about.,"At that time,","Now the birth of Jesus Christ  took place in this way. When his mother Mary had been betrothed to Joseph, before they came together she was found to be with child of the Holy Spirit;","18. THIS is how the: Now the birth of Jesus Christ  took place in this way. When his mother Mary had been betrothed to Joseph, before they came together she was found to be with child of the Holy Spirit;",raw_verse_pronoun:this; verse_number_in_rendered; conjunction_after_incipit:now
standard,Advent/4/Sunday/B,,gospel,Luke 1:26-38,THE angel Gabriel was sent from God,"In those days,","In the sixth month the angel Gabriel was sent from God to a city of Galilee named Nazareth,","26. In the sixth month the angel Gabriel was sent from God to a city of Galilee named Nazareth,",verse_number_in_rendered
standard,Advent/4/Sunday/C,,first_reading,Mic 5:1-4a,"THUS says the LORD You, Bethlehem-Ephrathah",Thus says the LORD:,Now you are walled about with a wall;  siege is laid against us; with a rod they strike upon the cheek the ruler of Israel.,1. THUS says the LORD:: You are walled about with a wall;  siege is laid against us; with a rod they strike upon the cheek the ruler of Israel.,raw_verse_conjunction:thus
standard,Advent/4/Sunday/C,,gospel,Luke 1:39-45,MARY set out,"In those days,","In those days Mary arose and went with haste into the hill country, to a city of Judah,","39. In those days Mary arose and went with haste into the hill country, to a city of Judah,",verse_number_in_rendered
standard,Advent/Dec 17-24/Friday/I/II,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the Lord ""Maintain justice, and do what is right",Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Reading text unavailable for Isa 56.1-3a, 6-8.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,gospel,"John 5.16-17, 33-36",Jesus went up to Jerusalem for the festival,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","Reading text unavailable for John 5.16-17, 33-36.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the Lord ""Maintain justice, and do what is right",Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Reading text unavailable for Isa 56.1-3a, 6-8.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,gospel,"John 5.16-17, 33-36",Jesus went up to Jerusalem for the festival,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","Reading text unavailable for John 5.16-17, 33-36.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the Lord ""Maintain justice, and do what is right",Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Reading text unavailable for Isa 56.1-3a, 6-8.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,gospel,"John 5.16-17, 33-36",Jesus went up to Jerusalem for the festival,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","Reading text unavailable for John 5.16-17, 33-36.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the Lord ""Maintain justice, and do what is right",Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Reading text unavailable for Isa 56.1-3a, 6-8.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,gospel,"John 5.16-17, 33-36",Jesus went up to Jerusalem for the festival,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","Reading text unavailable for John 5.16-17, 33-36.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the Lord ""Maintain justice, and do what is right",Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Reading text unavailable for Isa 56.1-3a, 6-8.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,gospel,"John 5.16-17, 33-36",Jesus went up to Jerusalem for the festival,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","Reading text unavailable for John 5.16-17, 33-36.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the Lord ""Maintain justice, and do what is right",Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Reading text unavailable for Isa 56.1-3a, 6-8.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,gospel,"John 5.16-17, 33-36",Jesus went up to Jerusalem for the festival,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","Reading text unavailable for John 5.16-17, 33-36.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the Lord ""Maintain justice, and do what is right",Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Reading text unavailable for Isa 56.1-3a, 6-8.",text_unavailable
standard,Advent/Dec 17-24/Friday/I/II,191,gospel,"John 5.16-17, 33-36",Jesus went up to Jerusalem for the festival,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","Reading text unavailable for John 5.16-17, 33-36.",text_unavailable
standard,Christmas/Holy Family/Sunday/A,,first_reading,"Sir 3:2-7, 12-14",GOD sets a father in honor over his children,"My son,","For the Lord honored the father above the children, and he confirmed the right of the mother over her sons.","2. GOD sets a father:: For the Lord honored the father above the children, and he confirmed the right of the mother over her sons.",verse_number_in_rendered
standard,Christmas/Holy Family/Sunday/A,,gospel,"Matt 2:13-15, 19-23","WHEN the magi had departed, behold","At that time,","Now when they had departed, behold, an angel of the Lord appeared to Joseph in a dream and said, ""Rise, take the child and his mother, and flee to Egypt, and remain there till I tell you; for Herod is about to search for the child, to destroy him.""","13. Now when they had departed, behold, an angel of the Lord appeared to Joseph in a dream and said, ""Rise, take the child and his mother, and flee to Egypt, and remain there till I tell you; for Herod is about to search for the child, to destroy him.""",raw_verse_conjunction:now; verse_number_in_rendered
standard,Christmas/Baptism of the Lord/Sunday/A,,first_reading,"Isa 42:1-4, 6-7",THUS says the LORD Here is my servant whom I uphold,Thus says the LORD:,"Behold my servant, whom I uphold, my chosen, in whom my soul delights; I have put my Spirit upon him, he will bring forth justice to the nations.","1. THUS says the LORD:: Behold my servant, whom I uphold, my chosen, in whom my soul delights; I have put my Spirit upon him, he will bring forth justice to the nations.",raw_verse_conjunction:thus
standard,Christmas/Baptism of the Lord/Sunday/A,,gospel,Matt 3:13-17,JESUS came from Galilee to John at the Jordan,"At that time,","Then Jesus came from Galilee to the Jordan to John, to be baptized by him.","13. Then Jesus came from Galilee to the Jordan to John, to be baptized by him.",raw_verse_conjunction:then; verse_number_in_rendered
standard,Christmas/Epiphany/Sunday/ABC,,gospel,"John 1:1-18 or 1:1-5, 9-14",IN the beginning was the Word and the Word was with God,In the beginning was the Word:,The true light that enlightens every man was coming into the world.,9. IN the beginning was:: The true light that enlightens every man was coming into the world.,verse_number_in_rendered
standard,Christmas/Holy Family/Sunday/B,,first_reading,"Sir 3:2-7, 12-14",GOD sets a father in honor over his children,"My son,","For the Lord honored the father above the children, and he confirmed the right of the mother over her sons.","2. GOD sets a father:: For the Lord honored the father above the children, and he confirmed the right of the mother over her sons.",verse_number_in_rendered
standard,Christmas/Holy Family/Sunday/B,,gospel,"Luke 2:22-40 or 2:22, 39-40",WHEN the days were completed for their purification,"In those days,","And when they had performed everything according to the law of the Lord, they returned into Galilee, to their own city, Nazareth.","39. WHEN the days were:: And when they had performed everything according to the law of the Lord, they returned into Galilee, to their own city, Nazareth.",verse_number_in_rendered
standard,Christmas/Holy Family/Sunday/B,,gospel,"Luke 2:22-40 or 2:22, 39-40",WHEN the days were completed for their purification,"In those days,","And when they had performed everything according to the law of the Lord, they returned into Galilee, to their own city, Nazareth.","39. WHEN the days were:: And when they had performed everything according to the law of the Lord, they returned into Galilee, to their own city, Nazareth.",verse_number_in_rendered
