season,week,day,feast,rank,color,month,day_of_month,title,collect,secret,communion,postcommunion,source_file
Easter,7,Sunday,,,,,,Dominica Pentecostes,"O God, You Who on this day have taught the hearts of the faithful by the light of the Holy Spirit, grant us by that Holy Spirit Himself, to know what is right and ever to rejoice in His help.","Sanctify these offerings, we beseech You, O Lord, and cleanse our hearts by the light of the Holy Spirit.","!Acts 2:2; 2:4
Suddenly there came a sound from heaven, as of a violent wind blowing, where they were sitting, alleluia: and they were all filled with the Holy Spirit, speaking of the wonderful works of God, alleluia, alleluia.","May the inpouring of the Holy Spirit cleanse our hearts, O Lord, and make them fertile through the dew He sprinkles upon them.",Pasc7-0.txt
Easter,7,Monday,,,,,,Die II infra octavam Pentecostes,"O God, You Who gave the Holy Spirit to Your apostles, grant that the devout prayers of Your people may be effective and, as You have given us faith, also grant us peace.","Graciously hallow these gifts, we beseech You, O Lord, and accepting the offering of the spiritual sacrifice, make us also an eternal offering to You.","!John 14:26
The Holy Spirit will teach you, alleluia: whatever I have said to you, alleluia, alleluia.","Be near to Your people, we beseech You, O Lord, and defend against the fury of the enemy those whom You have penetrated with Your heavenly sacrament.",Pasc7-1.txt
Easter,7,Tuesday,,,,,,Die III infra octavam Pentecostes,"Let the power of the Holy Spirit be present within us, O Lord, graciously to cleanse our hearts as well as to guard us from all harm.","May the offering of this gift here before You, O Lord, make us pure and worthy to take part in this sacred rite.","!John 15:26; 16:14
The Spirit Who proceeds from the Father, alleluia: He will glorify Me, alleluia, alleluia.","May the Holy Spirit, we beseech You, O Lord, renew our minds through the heavenly sacrament, for He Himself is the forgiveness of all sins.",Pasc7-2.txt
Easter,7,Wednesday,,,,,,Feria Quarta Quattuor Temporum Pentecostes,"May the Paraclete Who proceeds from You, enlighten our minds, we beseech You, O Lord, and guide us to all truth, as Your Son has promised.","Accept, we beseech You, O Lord, the gifts we offer, and graciously bring it about that we may practice by a holy life what we perform here by a sacred rite.","!John 14:27.
Peace I leave with you, alleluia; My peace I give to you, alleluia, alleluia.","As we receive Your heavenly sacrament we beseech You, merciful Lord, may we reap in the joys of eternity the fruits of what we perform in this life.",Pasc7-3.txt
Easter,7,Thursday,,,,,,Die Quinta infra octavam Pentecostes,"O God, You Who on this day have taught the hearts of the faithful by the light of the Holy Spirit, grant us by that Holy Spirit Himself, to know what is right and ever to rejoice in His help.","Sanctify these offerings, we beseech You, O Lord, and cleanse our hearts by the light of the Holy Spirit.","!Acts 2:2; 2:4
Suddenly there came a sound from heaven, as of a violent wind blowing, where they were sitting, alleluia: and they were all filled with the Holy Spirit, speaking of the wonderful works of God, alleluia, alleluia.","May the inpouring of the Holy Spirit cleanse our hearts, O Lord, and make them fertile through the dew He sprinkles upon them.",Pasc7-4.txt
Easter,7,Thursday,,,,,,Die Quinta infra octavam Pentecostes,"O God, You Who on this day have taught the hearts of the faithful by the light of the Holy Spirit, grant us by that Holy Spirit Himself, to know what is right and ever to rejoice in His help.","Sanctify these offerings, we beseech You, O Lord, and cleanse our hearts by the light of the Holy Spirit.","!Acts 2:2; 2:4
Suddenly there came a sound from heaven, as of a violent wind blowing, where they were sitting, alleluia: and they were all filled with the Holy Spirit, speaking of the wonderful works of God, alleluia, alleluia.","May the inpouring of the Holy Spirit cleanse our hearts, O Lord, and make them fertile through the dew He sprinkles upon them.",Pasc7-4t.txt
Easter,7,Friday,,,,,,Feria Sexta Quattuor Temporum Pentecostes,"Grant to Your Church, we beseech You, almighty God, that, united by the Holy Spirit, she may in no way be harmed by any assault of the enemy.","May the sacrificial gifts offered in Your sight, O Lord, be consumed by that divine fire which the Holy Spirit enkindled in the hearts of the disciples of Christ, Your Son.","!John 14:18
I will not leave you orphans; I will come to you again, alleluia: and your heart shall rejoice, alleluia.","We who have received the gift of Your Blessed Sacrament, O Lord, humbly pray that what You have taught us to do in commemoration of You, may profit and help us in our weakness.",Pasc7-5.txt
Easter,7,Friday,,,,,,Feria Sexta Quattuor Temporum Pentecostes,"Grant to Your Church, we beseech You, almighty God, that, united by the Holy Spirit, she may in no way be harmed by any assault of the enemy.","May the sacrificial gifts offered in Your sight, O Lord, be consumed by that divine fire which the Holy Spirit enkindled in the hearts of the disciples of Christ, Your Son.","!John 14:18.
I will not leave you orphans; I will come to you again, alleluia: and your heart shall rejoice, alleluia.","We who have received the gift of Your blessed sacrament, O Lord, humbly pray that what You have taught us to do in commemoration of You, may profit and help us in our weakness.",Pasc7-5t.txt
Easter,7,Saturday,,,,,,Sabbato Quattuor Temporum Pentecostes,"Graciously pour into our minds, we beseech You, O Lord, the Holy Spirit, Whose wisdom created us and Whose providence governs us.","Grant us, we beseech You, O Lord, that we may offer You a heart cleansed by this sacred rite so that our fast may be acceptable to You.","!John 3:8.
The Spirit breaths where He will, and you hear His voice, alleluia, alleluia; but do not know whence He comes or where He goes, alleluia, alleluia, alleluia.","May Your holy things, O Lord, fill us with divine eagerness to enjoy their celebration together with their effects.",Pasc7-6.txt
Easter,7,Saturday,,,,,,Sabbato Quattuor Temporum Pentecostes,"Graciously pour into our minds, we beseech You, O Lord, the Holy Spirit, Whose wisdom created us and Whose providence governs us.","Grant us, we beseech You, O Lord, that we may offer You a heart cleansed by this sacred rite so that our fast may be acceptable to You.","!John 3:8.
The Spirit breaths where He will, and you hear His voice, alleluia, alleluia; but do not know whence He comes or where He goes, alleluia, alleluia, alleluia.","May Your holy things, O Lord, fill us with divine eagerness to enjoy their celebration together with their effects.",Pasc7-6t.txt
Ordinary Time,01,Sunday,,,,,,Dominica Sanctissimae Trinitatis,"Almighty, eternal God, You Who have given Your servants, in the confession of the true faith, to acknowledge the glory of the eternal Trinity, and in the power of that majesty to adore its unity, grant, we beseech You, that in the firmness of this faith we may ever be protected from all harm.","We call upon Your Name, O Lord, and beseech You to hallow this sacrificial offering and through it to make us an eternal offering to You.","!Tob 12:6
We bless the God of heaven, and before all living we will praise Him; because He has shown His mercy to us.","May the reception of this sacrament, O Lord our God, and the profession of our faith in the eternal holy Trinity and undivided Unity, benefit us for the salvation of body and soul.",Pent01-0.txt
Ordinary Time,01,Sunday,,,,,,Dominica I. Post Pentecosten,"O God, the Strength of all them that put their trust in thee, mercifully accept our prayers, and because through the weakness of our mortal nature we can do no good thing without thee, grant us the help of thy grace, that in keeping of thy commandments we may please thee, both in will and deed.","Be appeased O Lord, we beseech thee, and accept the victims we dedicate to thee, and grant that they may avail us for perpetual aid.","!Ps 9:2-3
I will relate all thy wonders. I will be glad and rejoice in thee: I will sing to thy name, O thou most high.","Filled O Lord, as we are with so great bounties, we beseech thee that we may receive the gifts of salvation and never cease from thy praise.",Pent01-0a.txt
Ordinary Time,01,Sunday,,,,,,Dominica Sanctissimae Trinitatis,"Almighty, eternal God, You Who have given Your servants, in the confession of the true faith, to acknowledge the glory of the eternal Trinity, and in the power of that majesty to adore its unity, grant, we beseech You, that in the firmness of this faith we may ever be protected from all harm.","We call upon Your Name, O Lord, and beseech You to hallow this sacrificial offering and through it to make us an eternal offering to You.","!Tob 12:6
We bless the God of heaven, and before all living we will praise Him; because He has shown His mercy to us.","May the reception of this sacrament, O Lord our God, and the profession of our faith in the eternal holy Trinity and undivided Unity, benefit us for the salvation of body and soul.",Pent01-0r.txt
